length,181.4326636039232
spectral_centroid_mean,592.8274629047746
spectral_centroid_var,693259.5283381197
spectral_bandwidth_mean,217.04564772286855
spectral_bandwidth_var,91019.77994126511
rolloff_mean,1052.5456268120581
rolloff_var,2053766.4381103918
zero_crossing_rate_mean,0.05789256137504358
zero_crossing_rate_var,0.03207929973935785
harmony_mean,0.001403496662914486
harmony_var,4.684180293186433e-05
perceptr_mean,0.00021207238856789634
perceptr_var,2.4467632928894382e-05
tempo,26.409221312760348
mfcc1_mean,48.423912946057946
mfcc1_var,3590.2405520335856
mfcc2_mean,17.542236430903987
mfcc2_var,888.5220603190679
mfcc3_mean,13.60628714336438
mfcc3_var,294.16979090282393
mfcc4_mean,9.075739776216745
mfcc4_var,217.9162318264162
mfcc5_mean,7.068797719077405
mfcc5_var,148.3245692278996
mfcc6_mean,6.540720728739857
mfcc6_var,101.8492742953778
mfcc7_mean,4.858290101607861
mfcc7_var,76.21237271155043
mfcc8_mean,5.264661431144946
mfcc8_var,65.96495266825345
mfcc9_mean,5.428464180981393
mfcc9_var,55.570182369762044
mfcc10_mean,4.415489161366086
mfcc10_var,45.40762610361139
mfcc11_mean,4.553414058658132
mfcc11_var,40.46398850949899
mfcc12_mean,3.927857415782945
mfcc12_var,28.820655775272712
mfcc13_mean,3.62450749042874
mfcc13_var,29.05295906677608
mfcc14_mean,3.4497808917312103
mfcc14_var,24.88264260441463
mfcc15_mean,3.3678608907077927
mfcc15_var,23.474491420891066
mfcc16_mean,3.5734071437551793
mfcc16_var,20.85410449786613
mfcc17_mean,3.2780755121823724
mfcc17_var,21.366195785736814
mfcc18_mean,2.9661403896694134
mfcc18_var,20.63205441681628
mfcc19_mean,3.1938393003461365
mfcc19_var,20.972569666221563
mfcc20_mean,3.184114662012964
mfcc20_var,22.40358229689562
